City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,cam pha mines,21.0167,107.3,28.9,66,63,1.95,VN,1727406041
283,fort bragg,35.139,-79.006,24.91,96,100,3.6,US,1727406043
284,dondo,-19.6094,34.7431,21.73,91,2,2.4,MZ,1727406044
285,havre,49.5833,0.3333,11.87,76,40,8.23,FR,1727406045
286,villa gesell,-37.2639,-56.973,9.12,63,0,2.58,AR,1727406046
287,puerto baquerizo moreno,-0.9,-89.6,20.03,88,97,5.11,EC,1727406047
288,artigas,-30.4,-56.4667,14.15,94,95,4.7,UY,1727406002
289,meskiana,35.6306,7.6661,22.15,50,5,3.4,DZ,1727406049
290,saldanha,-33.0117,17.9442,12.03,95,33,4.32,ZA,1727406052
291,kayangel,8.0823,134.7173,28.72,76,5,2.61,PW,1727406053
292,raton,36.9034,-104.4391,18.34,42,0,4.12,US,1727406054
293,sao geraldo do araguaia,-6.4006,-48.555,30.38,42,80,0.33,BR,1727406055
294,happy valley-goose bay,53.3168,-60.3315,8.17,81,20,1.03,CA,1727406056
295,diffa,13.3154,12.6113,28.77,50,8,1.75,NE,1727406057
296,vadso,70.0744,29.7487,6.09,93,75,4.12,NO,1727406058
297,kyshtovka,56.555,76.6271,0.91,68,12,2.2,RU,1727406059
298,itamaraca,-7.7478,-34.8256,23.62,86,81,3.47,BR,1727406061
299,xai-xai,-25.0519,33.6442,20.5,79,39,8.05,MZ,1727406062
300,kailua-kona,19.6406,-155.9956,25.86,96,100,2.77,US,1727406063
301,pirallahi,40.4723,50.333,19.08,55,90,7.4,AZ,1727406064
302,sitka,57.0531,-135.33,8.92,78,99,2.51,US,1727406065
303,binkolo,8.9533,-11.9779,21.87,99,100,0.34,SL,1727406066
304,seysses,43.5,1.3167,14.2,88,100,3.09,FR,1727406069
305,callao,-12.0667,-77.15,17.16,77,100,2.06,PE,1727405713
306,kamina,-8.7386,24.9906,20.35,44,48,1.54,CD,1727406071
307,aasiaat,68.7098,-52.8699,1.98,73,100,1.05,GL,1727406072
308,fray luis beltran,-39.3167,-65.7667,16.3,19,100,9.7,AR,1727406073
309,zaozersk,69.4005,32.4476,7.17,92,100,5.3,RU,1727406075
310,mocimboa,-11.3167,40.35,20.66,93,24,1.56,MZ,1727406076
311,illizi,26.4833,8.4667,30.88,28,23,1.49,DZ,1727406064
312,novyy urgal,51.0736,132.5642,14.94,59,82,0.88,RU,1727406078
313,san borja,-14.8167,-66.85,22.28,92,92,4.81,BO,1727406080
314,sao joao da barra,-21.6403,-41.0511,23.2,80,0,13.44,BR,1727406082
315,macapa,0.0389,-51.0664,28.99,79,0,5.66,BR,1727405933
316,kpandae,8.4689,-0.0113,22.91,94,64,2.01,GH,1727406084
317,jawf al maqbabah,13.8378,45.8349,27.92,35,56,1.46,YE,1727406086
318,sumenep,-7.0167,113.8667,31.16,57,63,5.08,ID,1727406087
319,alofi,-19.0595,-169.9187,25.94,61,75,8.23,NU,1727406088
320,hailar,49.2,119.7,18.42,37,76,5.12,CN,1727406090
321,wenchang,30.904,118.4887,28.28,62,0,4.72,CN,1727406092
322,cidreira,-30.1811,-50.2056,16.75,97,100,4.32,BR,1727406093
323,chui,-33.6971,-53.4616,13.92,93,66,3.5,UY,1727406094
324,vernon,50.2581,-119.2691,13.74,63,100,1.03,CA,1727406096
325,boende,-0.2167,20.8667,21.14,96,96,0.94,CD,1727406097
326,jinchang,38.4953,102.1739,23.54,37,0,4.56,CN,1727406098
327,santiago de cao,-7.9589,-79.2392,16.07,94,40,4.12,PE,1727406099
328,kumylzhenskaya,49.8809,42.5898,9.98,46,88,3.95,RU,1727406101
329,constitucion,-35.3333,-72.4167,10.5,76,100,3.42,CL,1727406007
330,tralee,52.2704,-9.7026,9.2,86,99,7.95,IE,1727406074
331,mahibadhoo,3.7833,72.9667,27.7,68,100,7.95,MV,1727406104
332,east london,-33.0153,27.9116,15.15,75,20,1.71,ZA,1727406004
333,bayanhongor,46.7167,100.1167,6.88,64,71,1.0,MN,1727406107
334,el haouaria,37.05,11.0144,25.01,84,4,5.18,TN,1727405987
335,ola,59.5833,151.2833,8.83,69,2,2.84,RU,1727406109
336,bengkulu,-3.8004,102.2655,29.78,66,76,4.06,ID,1727406110
337,portland,45.5234,-122.6762,19.46,73,5,1.34,US,1727405860
338,port saint john's,-31.6229,29.5448,16.11,78,62,3.32,ZA,1727406112
339,fale old settlement,-9.3852,-171.2468,25.34,83,100,3.85,TK,1727406113
340,anloga,5.7947,0.8973,25.21,88,98,4.08,GH,1727406114
341,tarko-sale,64.9225,77.785,0.31,78,89,3.96,RU,1727406115
342,huambo,-12.7761,15.7392,17.89,68,97,1.54,AO,1727406118
343,buka,40.8108,69.1986,16.14,53,100,3.16,UZ,1727406119
344,ust-nera,64.5667,143.2,6.85,65,53,2.05,RU,1727406120
345,cadale,2.7603,46.3222,24.94,85,77,7.54,SO,1727406121
346,canutama,-6.5339,-64.3831,24.72,80,40,1.48,BR,1727406122
347,namibe,-15.1961,12.1522,19.54,92,68,3.49,AO,1727406123
348,zeya,53.75,127.2667,16.69,50,52,5.53,RU,1727406124
349,isla mujeres,21.2311,-86.731,25.65,86,39,3.07,MX,1727406125
350,koungou,-12.7336,45.2042,22.84,88,0,3.09,YT,1727406021
351,pariaman,-0.619,100.12,29.03,73,64,2.14,ID,1727406128
352,apolinario saravia,-24.4328,-63.9954,14.61,67,3,2.13,AR,1727406129
353,brookings,44.3114,-96.7984,20.06,57,0,4.12,US,1727406084
354,nchelenge,-9.3451,28.734,22.01,41,6,2.23,ZM,1727406131
355,chilliwack,49.1747,-121.9443,12.03,96,100,2.57,CA,1727406091
356,nangong,37.3581,115.3744,22.57,61,98,0.93,CN,1727406133
357,kharkhorin,47.1975,102.8238,5.64,88,100,1.77,MN,1727406135
358,remire-montjoly,4.9167,-52.2667,26.02,89,0,0.0,GF,1727406136
359,lincoln,40.8,-96.667,21.27,52,0,2.06,US,1727405944
360,vilyuchinsk,52.9306,158.4028,16.15,66,100,3.38,RU,1727406138
361,carora,10.1755,-70.0827,25.63,76,100,0.84,VE,1727406139
362,ta`u,-14.2336,-169.5144,26.49,79,100,8.75,AS,1727406140
363,malango,-2.9627,119.9001,29.55,47,21,2.31,ID,1727406141
364,kodiak,57.79,-152.4072,6.98,69,98,4.14,US,1727406142
365,selma,36.5708,-119.6121,28.03,50,0,1.54,US,1727406143
366,san patricio,28.017,-97.5169,26.77,41,0,1.26,US,1727406145
367,hailey,43.5196,-114.3153,14.33,49,0,1.34,US,1727406146
368,tionk essil,12.7856,-16.5217,23.63,93,100,1.7,SN,1727406147
369,altinyayla,39.2725,36.751,10.96,58,1,1.1,TR,1727406149
370,bayganin,48.6947,55.8742,9.4,44,0,2.46,KZ,1727406150
371,solwezi,-12.1688,26.3894,15.91,30,2,1.45,ZM,1727406151
372,nkhotakota,-12.9274,34.2961,22.56,58,0,1.03,MW,1727406152
373,omdurman,15.6445,32.4777,31.3,46,69,3.98,SD,1727406153
374,fada,7.25,4.0667,21.83,99,97,0.96,NG,1727406155
375,ribeira brava,32.65,-17.0667,21.35,66,2,1.61,PT,1727406156
376,mossendjo,-2.9506,12.7261,21.1,97,100,1.26,CG,1727406157
377,mar del plata,-38.0023,-57.5575,9.37,77,0,1.34,AR,1727405878
378,wangaratta,-36.3667,146.3333,18.04,53,0,1.6,AU,1727406159
379,thames,-37.1333,175.5333,12.84,70,100,4.7,NZ,1727406160
380,kayyerkan,69.3786,87.7439,0.93,98,100,3.83,RU,1727406161
381,ulladulla,-35.35,150.4667,11.88,74,100,2.92,AU,1727406162
382,khemisset,33.6667,-6.25,20.12,92,98,1.47,MA,1727406165
383,punta arenas,-53.15,-70.9167,5.06,87,75,11.32,CL,1727406157
384,kiruhura,-2.4773,29.7679,17.16,62,17,1.49,RW,1727406168
385,platteville,42.7342,-90.4785,18.41,63,40,3.09,US,1727406169
386,mafinga,-7.25,35.0667,19.06,62,94,1.42,TZ,1727406170
387,hinton,53.4001,-117.5857,7.35,65,99,1.5,CA,1727406171
388,tanda,26.55,82.65,24.04,98,100,5.78,IN,1727406173
389,harstad,68.799,16.5293,4.53,90,100,4.02,NO,1727406174
390,nova sintra,14.8667,-24.7167,26.67,84,100,1.67,CV,1727406175
391,saudarkrokur,65.7461,-19.6394,2.61,97,100,1.08,IS,1727406176
392,xining,36.6167,101.7667,18.6,44,93,0.77,CN,1727406019
393,naga,13.6192,123.1814,30.74,63,100,1.74,PH,1727406178
394,piacabucu,-10.4056,-36.4344,22.66,87,25,3.0,BR,1727406179
395,queenstown,-31.8976,26.8753,8.03,83,38,0.96,ZA,1727406180
396,kirensk,57.7853,108.1119,5.11,62,14,1.7,RU,1727406181
397,talovskiy,51.1144,40.73,12.46,33,98,5.55,RU,1727406183
398,belomorsk,64.5232,34.7668,10.68,97,26,2.74,RU,1727406184
399,anaconda,46.1285,-112.9423,12.2,47,10,1.87,US,1727406185
400,lerwick,60.1545,-1.1494,7.94,69,13,8.91,GB,1727406186
401,mongu,-15.2484,23.1274,19.58,29,76,2.71,ZM,1727406187
402,bhag,29.0415,67.8239,35.47,24,0,2.31,PK,1727406188
403,bam,29.106,58.357,27.88,14,0,2.79,IR,1727406026
404,norfolk,42.1668,-71.2495,17.87,96,100,2.06,US,1727405869
405,saint-louis du nord,19.9333,-72.7167,28.54,82,2,4.36,HT,1727406192
406,aral,40.5156,81.2636,22.79,25,93,8.29,CN,1727406193
407,plettenberg bay,-34.0527,23.3716,13.19,88,1,2.61,ZA,1727406194
408,nadi,-17.8,177.4167,28.0,51,20,7.2,FJ,1727406195
409,cove,7.221,2.3402,22.39,98,89,1.24,BJ,1727406196
410,mzimba,-11.9,33.6,16.95,65,0,3.43,MW,1727406197
411,kapuskasing,49.4169,-82.4331,11.05,100,0,0.0,CA,1727406199
412,spittal an der drau,46.8,13.5,15.65,100,100,1.23,AT,1727406201
413,cova figueira,14.8905,-24.2934,20.9,84,94,1.15,CV,1727406202
414,sandnessjoen,66.0217,12.6316,8.2,63,82,6.15,NO,1727406203
415,las heras,-46.5419,-68.9359,7.55,44,100,12.98,AR,1727406068
416,arroyo,41.6096,-4.7969,12.86,86,40,6.17,ES,1727406205
417,mary,37.0,62.5,17.6,36,0,3.1,TM,1727406207
418,san luis de la loma,17.2706,-100.8939,25.46,93,100,4.59,MX,1727406208
419,geraldton,-28.7667,114.6,17.23,94,75,5.66,AU,1727406093
420,antofagasta,-23.65,-70.4,14.6,86,66,2.45,CL,1727405496
421,belmonte,-15.8631,-38.8828,22.25,78,21,3.13,BR,1727406211
422,hadibu,12.65,54.0333,25.38,84,89,7.55,YE,1727406133
423,at taraf,25.3628,49.725,27.3,21,55,5.15,SA,1727406214
424,mariinsk,56.2139,87.7472,1.49,97,100,2.63,RU,1727406215
425,bei'an,46.4398,126.2373,17.71,53,83,2.0,CN,1727406216
426,esmeraldas,-19.7625,-44.3139,20.85,40,0,3.65,BR,1727405973
427,barah,13.7,30.3667,27.39,61,73,4.9,SD,1727406012
428,akureyri,65.6835,-18.0878,2.96,87,100,2.57,IS,1727406219
429,saint-felicien,48.6501,-72.4491,13.38,100,75,1.54,CA,1727406109
430,lompoc,34.6391,-120.4579,16.5,88,100,2.57,US,1727406224
431,sinabang,2.4803,96.3801,29.32,70,50,1.52,ID,1727406225
432,caibarien,22.5206,-79.4669,26.91,86,100,5.96,CU,1727406226
433,muynoq,43.7683,59.0214,14.25,43,0,7.13,UZ,1727406227
434,cabedelo,-6.9811,-34.8339,24.37,84,80,5.32,BR,1727406164
435,al markaz,25.4,49.7333,27.33,21,53,5.21,SA,1727406229
436,beau vallon,-20.4189,57.6953,21.13,78,40,5.14,MU,1727406230
437,mont-dore,-22.2833,166.5833,27.45,47,79,1.35,NC,1727406231
438,bathsheba,13.2167,-59.5167,26.34,94,40,2.57,BB,1727406232
439,mammoth lakes,37.6485,-118.9721,13.4,21,0,2.06,US,1727406234
440,tabas,33.5959,56.9244,23.83,34,0,4.62,IR,1727406235
441,newport,51.5877,-2.9984,10.13,91,100,8.06,GB,1727406025
442,alaghsas,17.0187,8.0168,31.97,25,28,4.41,NE,1727406237
443,meybod,32.2501,54.0166,20.95,39,0,6.02,IR,1727406186
444,bairnsdale,-37.8333,147.6167,15.59,52,0,0.89,AU,1727406239
445,tabango,11.3077,124.373,28.7,70,82,3.06,PH,1727406240
446,douglas,41.3,-96.167,20.16,66,0,1.54,US,1727406241
447,berezovyy,51.6667,135.7,16.66,57,77,0.94,RU,1727406243
448,porto novo,6.4965,2.6036,24.31,92,75,2.33,BJ,1727406244
449,laojunmiao,39.8333,97.7333,17.38,35,54,2.38,CN,1727406245
450,tolanaro,-25.0319,46.9987,22.04,94,20,1.03,MG,1727406246
451,ascope,-7.7144,-79.1078,19.99,73,69,1.23,PE,1727406248
452,lebu,-37.6167,-73.65,6.35,82,100,2.49,CL,1727406250
453,salalah,17.0151,54.0924,25.96,83,98,2.92,OM,1727406177
454,roccella ionica,38.322,16.4009,23.76,57,0,3.24,IT,1727406252
455,as saffaniyah,27.9708,48.73,28.41,35,0,5.84,SA,1727406253
456,kudymkar,59.0173,54.656,7.72,56,99,4.0,RU,1727406254
457,yesan,36.6776,126.8427,25.19,63,54,2.48,KR,1727406255
458,iskateley,67.6803,53.1512,11.28,91,91,7.75,RU,1727406164
459,palmer,42.1584,-72.3287,18.07,81,100,0.0,US,1727406016
460,stowbtsy,53.4785,26.7434,17.57,72,100,5.3,BY,1727406258
461,tamanrasset,22.785,5.5228,26.95,24,40,2.06,DZ,1727406135
462,barnoldswick,53.9171,-2.1871,9.12,84,100,8.48,GB,1727406261
463,kruisfontein,-34.0033,24.7314,11.06,82,2,1.96,ZA,1727406035
464,nogliki,51.8333,143.1667,12.48,89,99,3.07,RU,1727406263
465,mendi,-6.1761,143.6513,18.06,90,97,1.71,PG,1727406264
466,kone,-21.0595,164.8658,29.18,43,74,1.2,NC,1727406265
467,alotau,-10.3069,150.4462,29.65,68,100,2.44,PG,1727406266
468,mincivan,39.0294,46.7185,15.12,88,96,0.41,AZ,1727406267
469,nizhnyaya tavda,57.6731,66.1725,7.32,87,70,2.57,RU,1727406268
470,newnham,-41.3833,147.1333,15.53,41,9,5.14,AU,1727406269
471,svetlyy,54.675,20.1347,16.71,88,100,7.81,RU,1727406271
472,dunedin,-45.8742,170.5036,8.78,65,100,2.68,NZ,1727406070
473,rongelap,11.1635,166.8941,28.95,74,90,6.68,MH,1727406273
474,amga,60.8953,131.9608,13.48,63,100,3.9,RU,1727406274
475,ekibastuz,51.6667,75.3667,4.22,57,7,5.66,KZ,1727406275
476,tazovsky,67.4667,78.7,-0.36,83,100,5.14,RU,1727406143
477,al jawf,29.5,38.75,24.41,36,0,3.29,SA,1727406277
478,jerantut,3.936,102.3626,26.49,84,100,0.76,MY,1727406278
479,gulu,2.7746,32.299,19.05,88,100,0.81,UG,1727406280
480,baghdad,33.3406,44.4009,24.95,33,0,6.17,IQ,1727406140
481,north platte,41.1239,-100.7654,23.37,46,35,4.02,US,1727405693
482,eastbourne,50.7687,0.2845,11.94,85,100,0.45,GB,1727406283
483,dingzhou,38.5131,114.9956,22.99,57,61,2.28,CN,1727406284
484,schoningen,52.138,10.9675,13.55,78,6,7.7,DE,1727406285
485,tutoia,-2.7619,-42.2744,25.66,84,8,5.12,BR,1727406073
486,tuy hoa,13.0833,109.3,30.25,69,87,2.6,VN,1727406287
487,katabu,-4.9333,122.5167,33.37,47,54,2.76,ID,1727406288
488,porto belo,-27.1578,-48.5531,21.65,97,12,3.88,BR,1727406114
489,massawa,15.6097,39.45,29.61,85,18,2.9,ER,1727406291
490,eyl,7.9803,49.8164,26.01,63,97,7.96,SO,1727406292
491,knyaze-volkonskoye,48.4642,135.4567,16.19,74,96,3.74,RU,1727406293
492,kourou,5.1552,-52.6478,26.9,84,43,3.32,GF,1727406294
493,otwock,52.1058,21.2613,17.8,95,99,2.89,PL,1727406015
494,pandan,14.0453,124.1694,30.06,62,82,3.42,PH,1727406297
495,kigoma,-4.8769,29.6267,21.33,64,0,2.06,TZ,1727406298
496,acapulco de juarez,16.8634,-99.8901,23.22,97,100,8.18,MX,1727406221
497,nihommatsu,37.5833,140.4333,26.73,76,85,1.29,JP,1727406301
498,kitimat,54.0524,-128.6534,7.73,29,100,1.71,CA,1727406302
499,winnemucca,40.973,-117.7357,18.03,22,0,0.0,US,1727406303
500,jurm,36.8648,70.8342,13.87,53,0,1.15,AF,1727406304
501,turochak,52.2576,87.1224,3.58,57,100,1.49,RU,1727406305
502,mamuju,-2.6748,118.8885,30.29,66,44,2.48,ID,1727406306
503,zwedru,6.0667,-8.1281,22.18,100,97,0.94,LR,1727406307
504,mafeteng,-29.823,27.2374,7.53,43,100,0.81,LS,1727406309
505,pocatello,42.8713,-112.4455,19.82,36,0,3.6,US,1727406310
506,acarau,-2.8856,-40.12,25.09,84,29,8.39,BR,1727406312
507,nar'yan-mar,67.6713,53.087,11.27,91,93,7.78,RU,1727406313
508,sierra grande,-41.606,-65.3557,15.5,13,98,7.44,AR,1727406314
509,dzilam gonzalez,21.2833,-88.9333,24.27,95,31,1.21,MX,1727406315
510,kapa'a,22.0752,-159.319,28.18,72,40,6.69,US,1727406317
511,fortaleza,-3.7227,-38.5247,27.07,69,75,8.75,BR,1727405485
512,murghob,38.1702,73.9667,5.53,23,0,5.27,TJ,1727406319
513,quelimane,-17.8786,36.8883,21.97,94,0,1.54,MZ,1727406321
514,chibougamau,49.9168,-74.3659,12.79,100,100,2.06,CA,1727406283
515,las amilpas,16.3667,-94.6167,25.34,89,100,1.82,MX,1727406323
516,greeley,40.4233,-104.7091,24.93,36,0,2.57,US,1727406324
517,morant bay,17.8815,-76.4093,27.06,87,14,1.65,JM,1727406325
518,kardla,58.9978,22.7492,14.99,94,75,4.12,EE,1727406326
519,kirando,-7.4167,30.6,25.3,47,19,1.55,TZ,1727406327
520,pingliang,35.5392,106.6861,21.05,63,93,6.05,CN,1727406328
521,uliastay,47.7417,96.8444,6.77,69,100,1.65,MN,1727406330
522,mount isa,-20.7333,139.5,28.87,26,0,5.66,AU,1727406331
523,madingou,-4.1536,13.55,22.99,90,100,0.7,CG,1727406332
524,prince george,53.9166,-122.753,5.9,93,100,0.0,CA,1727406127
525,la passe,45.5549,-0.8967,15.4,76,100,10.47,FR,1727406334
526,fortuna,40.5982,-124.1573,12.74,85,0,3.6,US,1727406335
527,pangody,65.85,74.4859,1.25,71,100,6.62,RU,1727406309
528,kasimov,54.9411,41.3953,11.89,38,60,4.91,RU,1727406337
529,veraval,20.9,70.3667,26.07,91,100,5.75,IN,1727406339
530,satkania,22.0796,92.0572,28.55,78,98,1.83,BD,1727406340
531,broken hill,-31.95,141.4333,18.21,32,0,6.24,AU,1727406342
532,torbat-e jam,35.244,60.6225,16.05,43,2,7.32,IR,1727406343
533,prymors'k,46.7348,36.3443,17.69,76,54,6.56,UA,1727406344
534,malvan,16.0667,73.4667,27.78,81,53,6.15,IN,1727406345
535,kapoeta,4.7717,33.5903,21.52,85,25,2.03,SS,1727406346
536,boguchar,49.9358,40.545,10.25,43,46,3.53,RU,1727406348
537,champerico,14.3,-91.9167,27.31,78,98,6.21,GT,1727406349
538,burang,30.25,81.1667,9.15,73,95,1.8,CN,1727406350
539,dzhangala,49.2167,50.3333,9.96,36,0,3.72,KZ,1727406351
540,okhotsk,59.3833,143.3,12.05,52,2,0.91,RU,1727406352
541,great falls,47.5002,-111.3008,15.25,32,0,4.63,US,1727406353
542,mournies,35.4764,24.0092,18.22,94,20,0.0,GR,1727406354
543,kamaishi,39.2667,141.8833,23.06,85,92,1.51,JP,1727406355
544,al mayadin,35.0209,40.4535,25.37,27,0,3.44,SY,1727406357
545,tangalle,6.024,80.7911,29.12,68,95,6.05,LK,1727406358
546,farafangana,-22.8167,47.8333,18.75,92,0,1.4,MG,1727406359
547,huarmey,-10.0681,-78.1522,15.96,87,96,4.71,PE,1727406360
548,mandalgovi,45.7625,106.2708,16.53,51,99,0.46,MN,1727406361
549,patnanungan,14.7833,122.1833,25.91,89,100,2.32,PH,1727406362
550,buala,-8.145,159.5921,28.12,76,55,5.31,SB,1727406363
551,kolosovka,56.4678,73.611,2.02,73,17,2.0,RU,1727406365
552,luderitz,-26.6481,15.1594,13.23,83,100,10.11,NA,1727406366
553,norilsk,69.3535,88.2027,1.34,98,100,3.8,RU,1727406367
554,dodoma,-6.1722,35.7395,18.95,77,0,3.09,TZ,1727406368
555,songjianghe,42.1859,127.479,18.66,57,3,1.25,CN,1727406369
556,lakkha nevre,43.6103,45.2454,16.21,78,100,2.46,RU,1727406371
557,carovigno,40.708,17.655,20.1,85,4,3.65,IT,1727406372
558,carahue,-38.7,-73.1667,3.46,92,98,1.1,CL,1727406373
559,vasarosnameny,48.1333,22.3167,20.52,54,33,8.04,HU,1727406374
560,lanivtsi,49.8633,26.0908,17.91,56,93,6.68,UA,1727406376
561,chhor,25.5167,69.7667,29.73,64,14,6.26,PK,1727406377
562,polyarnyy,69.1989,33.4478,7.55,85,97,8.13,RU,1727406378
563,ilebo,-4.3167,20.5833,22.42,87,93,0.84,CD,1727406379
564,zaranj,30.9667,61.8833,22.09,39,0,13.4,AF,1727406380
565,rusera,25.75,86.0333,24.7,96,100,5.48,IN,1727406381
566,tocopilla,-22.092,-70.1979,16.57,78,13,1.56,CL,1727406382
567,batu pahat,1.8548,102.9325,28.91,70,98,1.58,MY,1727406383
568,vilyuysk,63.7553,121.6247,5.07,70,100,2.28,RU,1727406385
